,raw_tstats,cell_tstats,raw_pvalues,cell_pvalues,multinomial_ranks,taxonomy
8546c8f294916c03ef6099991975151a,0.9131726500527573,0.9131726500527573,0.9186875019859787,0.37913331450355836,0.25694579625569514,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
855737ee127d6ae254fc2900a29004fc,0.11839923285606394,0.11839923285606394,0.2172972987893818,0.9077101819073549,-0.2295672223523981,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__
857b4205ec3f91149633495d70354521,-1.0,-1.0,0.3370490579535843,0.3370490579535843,-0.6613468453840143,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__
860995cab51bb58b699ee1ecba722d54,,,,,1.0815490260168188,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__; g__; s__
8684b6a7961c0992abe42d81c59468d4,-1.0389834450872277,-1.0389834450872277,0.1334193615450625,0.31929491136641563,-1.665148668046368,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__valvarum
86cc17586a66a46a0d967aeba85ac20d,0.9999999999999999,0.9999999999999999,0.3370490579535843,0.3370490579535844,0.372533149962055,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__socranskii
86f97e7476db2760f08c1f6bfccfb0ea,,,,,0.9454258456274144,k__Bacteria
88c48e47c29ee10ec5dc054854a2a517,1.625496866156137,1.625496866156137,0.08667100866554485,0.1300136982038719,-0.5970553681806452,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Tannerella; s__
8a186724eb53bb0b7c71f7a016404617,1.0000000000000002,1.0000000000000002,0.3370490579535843,0.3370490579535843,0.6906269862695806,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium
8a48bf9639e05c7114dcafbe69a2a87d,1.6745968497974422,1.6745968497974422,0.5735305782141071,0.11985540821759313,-0.12839394068278145,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Parvimonas; s__
